# Photographing L.A. with Adali Schell -- Walkie Talkie around the US  ep 6 / Los Angeles
# https://www.youtube.com/watch?v=lXjlicEMJt0
# length 79 min

## DESCRIPTION
Follow Adali: https://www.instagram.com/advli
Adali's site: adalischell.com

Adali's Gear: 
Leica M4 (https://shrsl.com/4lkka)
Makina 67 (https://shrsl.com/4lkhp)

Like, comment, subscribe? 

Watch 40 more minutes of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon


--
Have film to process? You should send it to the amazing team at Nice Film Club. I even have a discount code for you. 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub

Get 10% off your first order (including memberships!) with code 'NFCPAULIE' 

--
Support the channel by buying my latest zine: 
https://bit.ly/NOTASWEKNOWIT_ORDER

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--


Gear used to create this video: 
DJO Osmo Pocket 3
iPhone 15 Pro Max
Rode Wireless Go II 

--
#photography #streetphotography #filmphotography

## TRANSCRIPT (seconds  text)
 4478  it nice
 4480  gone I got to say man there's some
 4483  [ __ ] bangers in here like for me what
 4487  I feel are
 4488  bangers
 4492  and I'm down I I don't know why I doubt
 4496  this so much cuz then I look at them and
 4498  I'm like oh no like this is
 4501  interesting so Paulie and I just came
 4504  back from the long walk and uh hooked up
 4507  the slide projector which just broke on
 4509  me but I'm still able to manually
 4512  Advance the slides I wanted to show some
 4514  new work I've made um kind of throughout
 4517  the past year it's work it's made mostly
 4519  from my bike been loading my camera with
 4521  uh transparency film ector Chrome to be
 4524  specific for many years now my work has
 4526  been about what I'm pointing the camera
 4528  at you know it's been about the person
 4530  and the gesture and the the decisive
 4533  moment per se and it's becoming more
 4537  this work is more about light and color
 4539  and really using the slides which are
 4540  like so epic for their color
 4544  reproduction um but yeah I hope I hope
 4548  the week the work and speak for itself
 4550  I've been interested in Landscapes of
 4552  course for a long time and like
 4555  cityscapes I guess but if I'm pointing
 4558  the camera at like really focusing very
 4560  close like two feet away and shooting
 4563  and really dramatic
 4565  light like that trying to just cast
 4570  these make these photographs that are
 4572  depicting like really extreme highlights
 4573  against really extreme shadows and you
 4576  know I I'm I'm inspired by graffiti and
 4578  by Buff paint and the way that in
 4580  certain when the sun's low in the sky
 4583  and if you catch it in a certain kind of
 4585  light it just the luminance becomes
 4588  super bizarre and you can like really
 4590  make out the texture of what's happening
 4592  I think this photo kind of shows
 4595  that and like this is a red wall with
 4597  like how many types of red paint can you
 4599  count on that wall like at least
 4603  four
 4605  five also I'm thinking about like
 4607  density in a new way and fences walls
 4612  textures and like trees are all things
 4614  I'm photographing a lot recently in
 4616  different ways um they're quiet I don't
 4618  know the these aren't of course these
 4620  aren't the loudest Street photographs in
 4623  the world but it's something that I feel
 4627  kind of called to right
 4629  now and it's fun to make and it's
 4631  different and it's textural and it's I
 4634  think I'm it's more sculptural and more
 4636  painterly than like any other work I've
 4637  made it's not I think I'm trying to
 4639  maybe get away from photography and I'm
 4642  like denying decisive moment and
 4646  just making it about lines and also
 4649  composition you know composition is
 4651  something that like obviously exists
 4654  throughout mediums making a nice
 4656  composition of a street photograph with
 4658  people is like literally maybe the
 4659  hardest type of thing to compose but
 4662  taking my time with natural with the
 4665  environments just in public domain
 4667  across the city that have always been in
 4669  the backdrop of my photos but never
 4671  really the subject I think it's nice to
 4674  try to make those photos
 4676  work oh this is the last photo this is
 4679  such a nice one
 4680  honestly so that's basically what I got
 4684  here uh slides prints
 4690  books walks with my rambling I hope is
 4695  coherent
 4697  um yeah yeah that's going to do it for
 4700  this episode thanks for hanging out with
 4701  me thanks man I appreciate it I
 4703  appreciate it too people know where they
 4705  can find your work and show you some
 4707  love you could find me uh online on
 4711  Instagram my Instagram is spelled a d
 4715  vli my name is
 4718  Adel um my website is my first and last
 4721  name. Adel shell s c h l l
 4726  um yeah I have some things coming up I
 4730  should be publishing a book this year
 4733  maybe next latest but I'm really trying
 4735  to get it out this year of um the work I
 4739  was mentioning earlier about my friends
 4740  in the car was a New York Times story
 4742  published like a year ago and
 4745  potentially some
 4746  exhibitions beginning next year so
 4748  that's great too and yeah in the
 4751  meantime I'll just be trying to make new
 4752  work hit new
 4753  notes sounds good got all right man
 4757  thank you paie peace see you
 4759  later now when they see us in the
 4761  streets all they want to do is take and
 4764  I'm like okay
 4767  [Music]
